,0
4717,Stromal cell_Dcn high(Lung)
4718,AT2 Cell(Lung)
4719,AT2 Cell(Lung)
4720,AT2 Cell(Lung)
4721,Alveolar macrophage_Ear2 high(Lung)
4722,AT1 Cell(Lung)
4723,AT2 Cell(Lung)
4724,AT2 Cell(Lung)
4725,Interstitial macrophage(Lung)
4726,AT2 Cell(Lung)
4727,Plasmacytoid dendritic cell(Lung)
4728,AT2 Cell(Lung)
4729,Interstitial macrophage(Lung)
4730,AT2 Cell(Lung)
4731,AT2 Cell(Lung)
4732,AT2 Cell(Lung)
4733,Alveolar macrophage_Ear2 high(Lung)
4734,AT2 Cell(Lung)
4735,AT2 Cell(Lung)
4736,Interstitial macrophage(Lung)
4737,AT1 Cell(Lung)
4738,AT2 Cell(Lung)
4739,AT2 Cell(Lung)
4740,Conventional dendritic cell_Gngt2 high(Lung)
4741,AT2 Cell(Lung)
4742,Alveolar macrophage_Ear2 high(Lung)
4743,AT2 Cell(Lung)
4744,AT2 Cell(Lung)
4745,Neutrophil granulocyte(Lung)
4746,AT2 Cell(Lung)
4747,Plasmacytoid dendritic cell(Lung)
4748,Clara Cell(Lung)
4749,Plasmacytoid dendritic cell(Lung)
4750,Conventional dendritic cell_Mgl2 high(Lung)
4751,Plasmacytoid dendritic cell(Lung)
4752,AT2 Cell(Lung)
4753,B Cell(Lung)
4754,AT2 Cell(Lung)
4755,AT2 Cell(Lung)
4756,Alveolar macrophage_Ear2 high(Lung)
4757,AT2 Cell(Lung)
4758,AT2 Cell(Lung)
4759,AT2 Cell(Lung)
4760,Dendritic cell_Naaa high(Lung)
4761,Interstitial macrophage(Lung)
4762,AT2 Cell(Lung)
4763,AT2 Cell(Lung)
4764,Alveolar macrophage_Ear2 high(Lung)
4765,Stromal cell_Dcn high(Lung)
4766,B Cell(Lung)
4767,AT2 Cell(Lung)
4768,AT2 Cell(Lung)
4769,Nuocyte(Lung)
4770,B Cell(Lung)
4771,Plasmacytoid dendritic cell(Lung)
4772,Conventional dendritic cell_Gngt2 high(Lung)
4773,AT2 Cell(Lung)
4774,T Cell_Cd8b1 high(Lung)
4775,B Cell(Lung)
4776,AT2 Cell(Lung)
4777,AT2 Cell(Lung)
4778,AT2 Cell(Lung)
4779,Dividing dendritic cells(Lung)
4780,Alveolar bipotent progenitor(Lung)
4781,Alveolar macrophage_Ear2 high(Lung)
4782,AT2 Cell(Lung)
4783,AT2 Cell(Lung)
4784,AT2 Cell(Lung)
4785,Alveolar macrophage_Ear2 high(Lung)
4786,Plasmacytoid dendritic cell(Lung)
4787,Conventional dendritic cell_Mgl2 high(Lung)
4788,AT2 Cell(Lung)
4789,Stromal cell_Inmt high(Lung)
4790,Nuocyte(Lung)
4791,Ciliated cell(Lung)
4792,AT2 Cell(Lung)
4793,AT2 Cell(Lung)
4794,Dendritic cell_Naaa high(Lung)
4795,Plasmacytoid dendritic cell(Lung)
4796,Plasmacytoid dendritic cell(Lung)
4797,Endothelial cells_Vwf high(Lung)
4798,Conventional dendritic cell_Mgl2 high(Lung)
4799,Endothelial cells_Vwf high(Lung)
4800,AT2 Cell(Lung)
4801,B Cell(Lung)
4802,Nuocyte(Lung)
4803,Alveolar macrophage_Ear2 high(Lung)
4804,AT2 Cell(Lung)
4805,AT2 Cell(Lung)
4806,Plasmacytoid dendritic cell(Lung)
4807,Stromal cell_Dcn high(Lung)
4808,AT2 Cell(Lung)
4809,Dividing cells(Lung)
4810,Stromal cell_Dcn high(Lung)
4811,T Cell_Cd8b1 high(Lung)
4812,AT2 Cell(Lung)
4813,AT2 Cell(Lung)
4814,AT2 Cell(Lung)
4815,AT2 Cell(Lung)
4816,AT2 Cell(Lung)
4817,AT2 Cell(Lung)
4818,AT2 Cell(Lung)
4819,NK Cell(Lung)
4820,AT2 Cell(Lung)
4821,Alveolar macrophage_Ear2 high(Lung)
4822,AT2 Cell(Lung)
4823,B Cell(Lung)
4824,AT2 Cell(Lung)
4825,AT2 Cell(Lung)
4826,Stromal cell_Dcn high(Lung)
4827,Conventional dendritic cell_Mgl2 high(Lung)
4828,AT2 Cell(Lung)
4829,AT2 Cell(Lung)
4830,Ciliated cell(Lung)
4831,Stromal cell_Acta2 high(Lung)
4832,T Cell_Cd8b1 high(Lung)
4833,Dividing T cells(Lung)
4834,AT2 Cell(Lung)
4835,Alveolar macrophage_Ear2 high(Lung)
4836,AT2 Cell(Lung)
4837,Plasmacytoid dendritic cell(Lung)
4838,Stromal cell_Inmt high(Lung)
4839,AT2 Cell(Lung)
4840,Dividing dendritic cells(Lung)
4841,Alveolar macrophage_Ear2 high(Lung)
4842,T Cell_Cd8b1 high(Lung)
4843,Alveolar macrophage_Ear2 high(Lung)
4844,NK Cell(Lung)
4845,Plasmacytoid dendritic cell(Lung)
4846,NK Cell(Lung)
4847,Conventional dendritic cell_Mgl2 high(Lung)
4848,AT2 Cell(Lung)
4849,AT2 Cell(Lung)
4850,Conventional dendritic cell_Tubb5 high(Lung)
4851,Ig−producing B cell(Lung)
4852,Dendritic cell_Naaa high(Lung)
4853,AT2 Cell(Lung)
4854,Plasmacytoid dendritic cell(Lung)
4855,Dividing T cells(Lung)
4856,B Cell(Lung)
4857,AT2 Cell(Lung)
4858,AT2 Cell(Lung)
4859,Stromal cell_Dcn high(Lung)
4860,AT2 Cell(Lung)
4861,Alveolar macrophage_Ear2 high(Lung)
4862,AT2 Cell(Lung)
4863,AT2 Cell(Lung)
4864,B Cell(Lung)
4865,Endothelial cell_Tmem100 high(Lung)
4866,AT1 Cell(Lung)
4867,Interstitial macrophage(Lung)
4868,T Cell_Cd8b1 high(Lung)
4869,Plasmacytoid dendritic cell(Lung)
4870,NK Cell(Lung)
4871,B Cell(Lung)
4872,AT2 Cell(Lung)
4873,AT2 Cell(Lung)
4874,B Cell(Lung)
4875,Plasmacytoid dendritic cell(Lung)
4876,Conventional dendritic cell_Mgl2 high(Lung)
4877,NK Cell(Lung)
4878,Stromal cell_Dcn high(Lung)
4879,AT2 Cell(Lung)
4880,AT2 Cell(Lung)
4881,AT2 Cell(Lung)
4882,AT2 Cell(Lung)
4883,Dendritic cell_Naaa high(Lung)
4884,Plasmacytoid dendritic cell(Lung)
4885,Plasmacytoid dendritic cell(Lung)
4886,Alveolar macrophage_Ear2 high(Lung)
4887,Alveolar bipotent progenitor(Lung)
4888,Conventional dendritic cell_Mgl2 high(Lung)
4889,Alveolar macrophage_Ear2 high(Lung)
4890,T Cell_Cd8b1 high(Lung)
4891,AT1 Cell(Lung)
4892,B Cell(Lung)
4893,Stromal cell_Inmt high(Lung)
4894,AT2 Cell(Lung)
4895,Stromal cell_Dcn high(Lung)
4896,AT2 Cell(Lung)
4897,AT2 Cell(Lung)
4898,AT2 Cell(Lung)
4899,Conventional dendritic cell_Mgl2 high(Lung)
4900,AT2 Cell(Lung)
4901,Interstitial macrophage(Lung)
4902,Alveolar macrophage_Ear2 high(Lung)
4903,Dendritic cell_Naaa high(Lung)
4904,Plasmacytoid dendritic cell(Lung)
4905,AT2 Cell(Lung)
4906,Nuocyte(Lung)
4907,Dendritic cell_Naaa high(Lung)
4908,AT2 Cell(Lung)
4909,AT2 Cell(Lung)
4910,Conventional dendritic cell_Gngt2 high(Lung)
4911,AT2 Cell(Lung)
4912,Interstitial macrophage(Lung)
4913,Alveolar macrophage_Ear2 high(Lung)
4914,Alveolar macrophage_Ear2 high(Lung)
4915,AT2 Cell(Lung)
4916,AT2 Cell(Lung)
4917,Dendritic cell_Naaa high(Lung)
4918,Conventional dendritic cell_Gngt2 high(Lung)
4919,AT2 Cell(Lung)
4920,AT2 Cell(Lung)
4921,Ig−producing B cell(Lung)
4922,B Cell(Lung)
4923,AT2 Cell(Lung)
4924,T Cell_Cd8b1 high(Lung)
4925,Alveolar macrophage_Ear2 high(Lung)
4926,AT2 Cell(Lung)
4927,Conventional dendritic cell_Mgl2 high(Lung)
4928,Stromal cell_Inmt high(Lung)
4929,Conventional dendritic cell_Gngt2 high(Lung)
4930,AT2 Cell(Lung)
4931,Conventional dendritic cell_H2-M2 high(Lung)
4932,AT2 Cell(Lung)
4933,AT2 Cell(Lung)
4934,Neutrophil granulocyte(Lung)
4935,NK Cell(Lung)
4936,AT2 Cell(Lung)
4937,Dendritic cell_Naaa high(Lung)
4938,AT1 Cell(Lung)
4939,Dendritic cell_Naaa high(Lung)
4940,B Cell(Lung)
4941,B Cell(Lung)
4942,Conventional dendritic cell_Mgl2 high(Lung)
4943,Interstitial macrophage(Lung)
4944,Conventional dendritic cell_Mgl2 high(Lung)
4945,Alveolar macrophage_Ear2 high(Lung)
4946,Stromal cell_Inmt high(Lung)
4947,AT2 Cell(Lung)
4948,NK Cell(Lung)
4949,AT2 Cell(Lung)
4950,Neutrophil granulocyte(Lung)
4951,Stromal cell_Dcn high(Lung)
4952,Clara Cell(Lung)
4953,AT2 Cell(Lung)
4954,Plasmacytoid dendritic cell(Lung)
4955,Dendritic cell_Naaa high(Lung)
4956,Dendritic cell_Naaa high(Lung)
4957,B Cell(Lung)
4958,AT2 Cell(Lung)
4959,Stromal cell_Inmt high(Lung)
4960,AT2 Cell(Lung)
4961,Conventional dendritic cell_Mgl2 high(Lung)
4962,Alveolar macrophage_Ear2 high(Lung)
4963,Dendritic cell_Naaa high(Lung)
4964,AT2 Cell(Lung)
4965,Endothelial cell_Kdr high(Lung)
4966,Interstitial macrophage(Lung)
4967,Nuocyte(Lung)
4968,AT2 Cell(Lung)
4969,AT2 Cell(Lung)
4970,T Cell_Cd8b1 high(Lung)
4971,AT2 Cell(Lung)
4972,Plasmacytoid dendritic cell(Lung)
4973,Interstitial macrophage(Lung)
4974,Nuocyte(Lung)
4975,Conventional dendritic cell_Gngt2 high(Lung)
4976,Interstitial macrophage(Lung)
4977,Conventional dendritic cell_Gngt2 high(Lung)
4978,Alveolar macrophage_Ear2 high(Lung)
4979,Plasmacytoid dendritic cell(Lung)
4980,AT2 Cell(Lung)
4981,Plasmacytoid dendritic cell(Lung)
4982,Plasmacytoid dendritic cell(Lung)
4983,Alveolar macrophage_Ear2 high(Lung)
4984,Alveolar bipotent progenitor(Lung)
4985,Plasmacytoid dendritic cell(Lung)
4986,Alveolar macrophage_Ear2 high(Lung)
4987,NK Cell(Lung)
4988,AT2 Cell(Lung)
4989,Plasmacytoid dendritic cell(Lung)
4990,AT2 Cell(Lung)
4991,Plasmacytoid dendritic cell(Lung)
4992,Dendritic cell_Naaa high(Lung)
4993,AT2 Cell(Lung)
4994,Stromal cell_Inmt high(Lung)
4995,AT2 Cell(Lung)
4996,AT2 Cell(Lung)
4997,Conventional dendritic cell_H2-M2 high(Lung)
4998,Nuocyte(Lung)
4999,AT2 Cell(Lung)
5000,Interstitial macrophage(Lung)
5001,Eosinophil granulocyte(Lung)
5002,Plasmacytoid dendritic cell(Lung)
5003,Dendritic cell_Naaa high(Lung)
5004,Ciliated cell(Lung)
5005,AT2 Cell(Lung)
5006,AT2 Cell(Lung)
5007,AT1 Cell(Lung)
5008,Conventional dendritic cell_Gngt2 high(Lung)
5009,Alveolar macrophage_Ear2 high(Lung)
5010,B Cell(Lung)
5011,Alveolar macrophage_Ear2 high(Lung)
5012,Conventional dendritic cell_Mgl2 high(Lung)
5013,Conventional dendritic cell_Mgl2 high(Lung)
5014,Dendritic cell_Naaa high(Lung)
5015,AT2 Cell(Lung)
5016,AT2 Cell(Lung)
5017,Conventional dendritic cell_Gngt2 high(Lung)
5018,AT2 Cell(Lung)
5019,AT2 Cell(Lung)
5020,T Cell_Cd8b1 high(Lung)
5021,AT2 Cell(Lung)
5022,Plasmacytoid dendritic cell(Lung)
5023,Ciliated cell(Lung)
5024,Interstitial macrophage(Lung)
5025,Alveolar macrophage_Ear2 high(Lung)
5026,Plasmacytoid dendritic cell(Lung)
5027,Nuocyte(Lung)
5028,Plasmacytoid dendritic cell(Lung)
5029,AT2 Cell(Lung)
5030,Ciliated cell(Lung)
5031,AT2 Cell(Lung)
5032,Alveolar macrophage_Ear2 high(Lung)
5033,Alveolar macrophage_Ear2 high(Lung)
5034,Plasmacytoid dendritic cell(Lung)
5035,Alveolar macrophage_Ear2 high(Lung)
5036,AT2 Cell(Lung)
5037,AT2 Cell(Lung)
5038,Ciliated cell(Lung)
5039,Plasmacytoid dendritic cell(Lung)
5040,AT2 Cell(Lung)
5041,Eosinophil granulocyte(Lung)
5042,Monocyte progenitor cell(Lung)
5043,Alveolar macrophage_Pclaf high(Lung)
5044,T Cell_Cd8b1 high(Lung)
5045,Alveolar macrophage_Ear2 high(Lung)
5046,AT2 Cell(Lung)
5047,Plasmacytoid dendritic cell(Lung)
5048,Interstitial macrophage(Lung)
5049,AT2 Cell(Lung)
5050,Endothelial cells_Vwf high(Lung)
5051,Dendritic cell_Naaa high(Lung)
5052,Alveolar macrophage_Ear2 high(Lung)
5053,Plasmacytoid dendritic cell(Lung)
5054,Conventional dendritic cell_Mgl2 high(Lung)
5055,AT2 Cell(Lung)
5056,AT2 Cell(Lung)
5057,Conventional dendritic cell_Mgl2 high(Lung)
5058,Dividing T cells(Lung)
5059,AT2 Cell(Lung)
5060,Stromal cell_Dcn high(Lung)
5061,Dendritic cell_Naaa high(Lung)
5062,Conventional dendritic cell_Mgl2 high(Lung)
5063,Interstitial macrophage(Lung)
5064,AT2 Cell(Lung)
5065,AT2 Cell(Lung)
5066,AT2 Cell(Lung)
5067,Conventional dendritic cell_Gngt2 high(Lung)
5068,Conventional dendritic cell_Mgl2 high(Lung)
5069,Plasmacytoid dendritic cell(Lung)
5070,Plasmacytoid dendritic cell(Lung)
5071,Alveolar macrophage_Ear2 high(Lung)
5072,Conventional dendritic cell_Mgl2 high(Lung)
5073,AT2 Cell(Lung)
5074,AT2 Cell(Lung)
5075,Plasmacytoid dendritic cell(Lung)
5076,AT2 Cell(Lung)
5077,Dendritic cell_Naaa high(Lung)
5078,Conventional dendritic cell_Mgl2 high(Lung)
5079,B Cell(Lung)
5080,Plasmacytoid dendritic cell(Lung)
5081,AT2 Cell(Lung)
5082,Plasmacytoid dendritic cell(Lung)
5083,Plasmacytoid dendritic cell(Lung)
5084,Dividing T cells(Lung)
5085,Interstitial macrophage(Lung)
5086,T Cell_Cd8b1 high(Lung)
5087,Interstitial macrophage(Lung)
5088,Neutrophil granulocyte(Lung)
5089,Eosinophil granulocyte(Lung)
5090,AT2 Cell(Lung)
5091,Dendritic cell_Naaa high(Lung)
5092,Plasmacytoid dendritic cell(Lung)
5093,Plasmacytoid dendritic cell(Lung)
5094,B Cell(Lung)
5095,AT2 Cell(Lung)
5096,Interstitial macrophage(Lung)
5097,B Cell(Lung)
5098,Interstitial macrophage(Lung)
5099,Alveolar macrophage_Pclaf high(Lung)
5100,Nuocyte(Lung)
5101,Alveolar macrophage_Ear2 high(Lung)
5102,NK Cell(Lung)
5103,Stromal cell_Inmt high(Lung)
5104,Eosinophil granulocyte(Lung)
5105,AT2 Cell(Lung)
5106,AT2 Cell(Lung)
5107,B Cell(Lung)
5108,Interstitial macrophage(Lung)
5109,Stromal cell_Inmt high(Lung)
5110,Ciliated cell(Lung)
5111,Plasmacytoid dendritic cell(Lung)
5112,Conventional dendritic cell_Mgl2 high(Lung)
5113,Alveolar macrophage_Ear2 high(Lung)
5114,Conventional dendritic cell_Gngt2 high(Lung)
5115,AT1 Cell(Lung)
5116,Stromal cell_Inmt high(Lung)
5117,Alveolar macrophage_Ear2 high(Lung)
5118,AT2 Cell(Lung)
5119,Plasmacytoid dendritic cell(Lung)
5120,Stromal cell_Inmt high(Lung)
5121,Stromal cell_Acta2 high(Lung)
5122,Alveolar macrophage_Ear2 high(Lung)
5123,AT2 Cell(Lung)
5124,T Cell_Cd8b1 high(Lung)
5125,Interstitial macrophage(Lung)
5126,Conventional dendritic cell_Mgl2 high(Lung)
5127,T Cell_Cd8b1 high(Lung)
5128,AT2 Cell(Lung)
5129,Alveolar macrophage_Ear2 high(Lung)
5130,AT2 Cell(Lung)
5131,B Cell(Lung)
5132,AT2 Cell(Lung)
5133,Eosinophil granulocyte(Lung)
5134,Plasmacytoid dendritic cell(Lung)
5135,Alveolar macrophage_Ear2 high(Lung)
5136,AT2 Cell(Lung)
5137,T Cell_Cd8b1 high(Lung)
5138,Interstitial macrophage(Lung)
5139,Plasmacytoid dendritic cell(Lung)
5140,Interstitial macrophage(Lung)
5141,Plasmacytoid dendritic cell(Lung)
5142,NK Cell(Lung)
5143,AT2 Cell(Lung)
5144,Stromal cell_Inmt high(Lung)
5145,AT2 Cell(Lung)
5146,T Cell_Cd8b1 high(Lung)
5147,AT2 Cell(Lung)
5148,AT2 Cell(Lung)
5149,Plasmacytoid dendritic cell(Lung)
5150,Alveolar macrophage_Ear2 high(Lung)
5151,B Cell(Lung)
5152,Conventional dendritic cell_Gngt2 high(Lung)
5153,AT2 Cell(Lung)
5154,B Cell(Lung)
5155,Plasmacytoid dendritic cell(Lung)
5156,AT2 Cell(Lung)
5157,Alveolar macrophage_Ear2 high(Lung)
5158,AT2 Cell(Lung)
5159,Alveolar macrophage_Ear2 high(Lung)
5160,Conventional dendritic cell_Gngt2 high(Lung)
5161,AT1 Cell(Lung)
5162,AT2 Cell(Lung)
5163,AT2 Cell(Lung)
5164,AT2 Cell(Lung)
5165,AT2 Cell(Lung)
5166,Dendritic cell_Naaa high(Lung)
5167,AT2 Cell(Lung)
5168,Nuocyte(Lung)
5169,B Cell(Lung)
5170,AT2 Cell(Lung)
5171,AT2 Cell(Lung)
5172,B Cell(Lung)
5173,Conventional dendritic cell_Mgl2 high(Lung)
5174,Conventional dendritic cell_Mgl2 high(Lung)
5175,Conventional dendritic cell_Mgl2 high(Lung)
5176,AT1 Cell(Lung)
5177,Stromal cell_Dcn high(Lung)
5178,AT2 Cell(Lung)
5179,Plasmacytoid dendritic cell(Lung)
5180,Conventional dendritic cell_Gngt2 high(Lung)
5181,Plasmacytoid dendritic cell(Lung)
5182,Conventional dendritic cell_Gngt2 high(Lung)
5183,Conventional dendritic cell_Gngt2 high(Lung)
5184,Alveolar macrophage_Ear2 high(Lung)
5185,B Cell(Lung)
5186,Endothelial cell_Tmem100 high(Lung)
5187,AT2 Cell(Lung)
5188,AT2 Cell(Lung)
5189,Alveolar macrophage_Ear2 high(Lung)
5190,Conventional dendritic cell_Gngt2 high(Lung)
5191,NK Cell(Lung)
5192,AT2 Cell(Lung)
5193,Dividing cells(Lung)
5194,NK Cell(Lung)
5195,AT2 Cell(Lung)
5196,AT2 Cell(Lung)
5197,AT2 Cell(Lung)
5198,Eosinophil granulocyte(Lung)
5199,Alveolar macrophage_Ear2 high(Lung)
5200,Alveolar macrophage_Ear2 high(Lung)
5201,AT2 Cell(Lung)
5202,NK Cell(Lung)
5203,Conventional dendritic cell_Gngt2 high(Lung)
5204,Stromal cell_Dcn high(Lung)
5205,B Cell(Lung)
5206,Endothelial cells_Vwf high(Lung)
5207,Conventional dendritic cell_Mgl2 high(Lung)
5208,B Cell(Lung)
5209,Conventional dendritic cell_Mgl2 high(Lung)
5210,Alveolar macrophage_Ear2 high(Lung)
5211,AT2 Cell(Lung)
5212,B Cell(Lung)
5213,AT2 Cell(Lung)
5214,Dendritic cell_Naaa high(Lung)
5215,AT2 Cell(Lung)
5216,B Cell(Lung)
5217,Conventional dendritic cell_Mgl2 high(Lung)
5218,Alveolar macrophage_Ear2 high(Lung)
5219,B Cell(Lung)
5220,Plasmacytoid dendritic cell(Lung)
5221,Alveolar macrophage_Ear2 high(Lung)
5222,Plasmacytoid dendritic cell(Lung)
5223,Plasmacytoid dendritic cell(Lung)
5224,Neutrophil granulocyte(Lung)
5225,AT2 Cell(Lung)
5226,Conventional dendritic cell_Mgl2 high(Lung)
5227,Ciliated cell(Lung)
5228,Stromal cell_Dcn high(Lung)
5229,Alveolar macrophage_Ear2 high(Lung)
5230,Alveolar macrophage_Ear2 high(Lung)
5231,Ciliated cell(Lung)
5232,AT2 Cell(Lung)
5233,Alveolar macrophage_Ear2 high(Lung)
5234,NK Cell(Lung)
5235,AT2 Cell(Lung)
5236,AT2 Cell(Lung)
5237,Stromal cell_Dcn high(Lung)
5238,Ciliated cell(Lung)
5239,Conventional dendritic cell_Mgl2 high(Lung)
5240,Alveolar macrophage_Ear2 high(Lung)
5241,Plasmacytoid dendritic cell(Lung)
5242,T Cell_Cd8b1 high(Lung)
5243,AT2 Cell(Lung)
5244,Interstitial macrophage(Lung)
5245,B Cell(Lung)
5246,Plasmacytoid dendritic cell(Lung)
5247,Interstitial macrophage(Lung)
5248,AT2 Cell(Lung)
5249,Endothelial cells_Vwf high(Lung)
5250,Nuocyte(Lung)
5251,AT2 Cell(Lung)
5252,Stromal cell_Acta2 high(Lung)
5253,AT2 Cell(Lung)
5254,Dendritic cell_Naaa high(Lung)
5255,AT2 Cell(Lung)
5256,Stromal cell_Acta2 high(Lung)
5257,Dendritic cell_Naaa high(Lung)
5258,AT2 Cell(Lung)
5259,Conventional dendritic cell_Gngt2 high(Lung)
5260,Alveolar macrophage_Ear2 high(Lung)
5261,Stromal cell_Inmt high(Lung)
5262,Endothelial cells_Vwf high(Lung)
5263,Alveolar bipotent progenitor(Lung)
5264,Stromal cell_Dcn high(Lung)
5265,Conventional dendritic cell_Gngt2 high(Lung)
5266,Nuocyte(Lung)
5267,AT2 Cell(Lung)
5268,B Cell(Lung)
5269,Conventional dendritic cell_Mgl2 high(Lung)
5270,Alveolar macrophage_Pclaf high(Lung)
5271,Alveolar macrophage_Pclaf high(Lung)
5272,Dendritic cell_Naaa high(Lung)
5273,Conventional dendritic cell_Gngt2 high(Lung)
5274,Alveolar macrophage_Ear2 high(Lung)
5275,Plasmacytoid dendritic cell(Lung)
5276,NK Cell(Lung)
5277,Plasmacytoid dendritic cell(Lung)
5278,AT2 Cell(Lung)
5279,Plasmacytoid dendritic cell(Lung)
5280,Plasmacytoid dendritic cell(Lung)
5281,Conventional dendritic cell_Mgl2 high(Lung)
5282,Dendritic cell_Naaa high(Lung)
5283,Conventional dendritic cell_Gngt2 high(Lung)
5284,Nuocyte(Lung)
5285,AT2 Cell(Lung)
5286,Conventional dendritic cell_Mgl2 high(Lung)
5287,Plasmacytoid dendritic cell(Lung)
5288,Interstitial macrophage(Lung)
5289,Endothelial cells_Vwf high(Lung)
5290,AT1 Cell(Lung)
5291,Plasmacytoid dendritic cell(Lung)
5292,T Cell_Cd8b1 high(Lung)
5293,NK Cell(Lung)
5294,Nuocyte(Lung)
5295,Dendritic cell_Naaa high(Lung)
5296,Plasmacytoid dendritic cell(Lung)
5297,Conventional dendritic cell_Mgl2 high(Lung)
5298,Stromal cell_Inmt high(Lung)
5299,Ciliated cell(Lung)
5300,Alveolar macrophage_Ear2 high(Lung)
5301,Conventional dendritic cell_Gngt2 high(Lung)
5302,Plasmacytoid dendritic cell(Lung)
5303,AT2 Cell(Lung)
5304,AT2 Cell(Lung)
5305,Ciliated cell(Lung)
5306,AT2 Cell(Lung)
5307,Plasmacytoid dendritic cell(Lung)
5308,Conventional dendritic cell_Gngt2 high(Lung)
5309,AT2 Cell(Lung)
5310,Dendritic cell_Naaa high(Lung)
5311,Conventional dendritic cell_Mgl2 high(Lung)
5312,AT2 Cell(Lung)
5313,Alveolar bipotent progenitor(Lung)
5314,B Cell(Lung)
5315,Dendritic cell_Naaa high(Lung)
5316,B Cell(Lung)
5317,AT2 Cell(Lung)
5318,Nuocyte(Lung)
5319,Dendritic cell_Naaa high(Lung)
5320,Plasmacytoid dendritic cell(Lung)
5321,AT2 Cell(Lung)
5322,Conventional dendritic cell_Gngt2 high(Lung)
5323,AT2 Cell(Lung)
5324,NK Cell(Lung)
5325,AT2 Cell(Lung)
5326,NK Cell(Lung)
5327,B Cell(Lung)
5328,Conventional dendritic cell_Mgl2 high(Lung)
5329,Nuocyte(Lung)
5330,Eosinophil granulocyte(Lung)
5331,Conventional dendritic cell_Mgl2 high(Lung)
5332,Dendritic cell_Naaa high(Lung)
5333,NK Cell(Lung)
5334,Alveolar macrophage_Ear2 high(Lung)
5335,Alveolar macrophage_Ear2 high(Lung)
5336,AT1 Cell(Lung)
5337,Alveolar macrophage_Ear2 high(Lung)
5338,AT2 Cell(Lung)
5339,Interstitial macrophage(Lung)
5340,AT2 Cell(Lung)
5341,NK Cell(Lung)
5342,B Cell(Lung)
5343,AT2 Cell(Lung)
5344,Alveolar macrophage_Ear2 high(Lung)
5345,Endothelial cells_Vwf high(Lung)
5346,AT2 Cell(Lung)
5347,Alveolar macrophage_Ear2 high(Lung)
5348,AT1 Cell(Lung)
5349,Dendritic cell_Naaa high(Lung)
5350,Alveolar macrophage_Ear2 high(Lung)
5351,Plasmacytoid dendritic cell(Lung)
5352,AT2 Cell(Lung)
5353,Conventional dendritic cell_Mgl2 high(Lung)
5354,NK Cell(Lung)
5355,Conventional dendritic cell_Gngt2 high(Lung)
5356,Plasmacytoid dendritic cell(Lung)
5357,Dividing dendritic cells(Lung)
5358,Conventional dendritic cell_Mgl2 high(Lung)
5359,Endothelial cell_Kdr high(Lung)
5360,AT1 Cell(Lung)
5361,Conventional dendritic cell_Gngt2 high(Lung)
5362,Alveolar macrophage_Ear2 high(Lung)
5363,NK Cell(Lung)
5364,NK Cell(Lung)
5365,Plasmacytoid dendritic cell(Lung)
5366,Ciliated cell(Lung)
5367,AT2 Cell(Lung)
5368,Eosinophil granulocyte(Lung)
5369,AT2 Cell(Lung)
5370,Interstitial macrophage(Lung)
5371,T Cell_Cd8b1 high(Lung)
5372,Dividing T cells(Lung)
5373,Alveolar macrophage_Ear2 high(Lung)
5374,B Cell(Lung)
5375,AT2 Cell(Lung)
5376,Dividing T cells(Lung)
5377,AT2 Cell(Lung)
5378,Alveolar macrophage_Ear2 high(Lung)
5379,Alveolar macrophage_Ear2 high(Lung)
5380,AT2 Cell(Lung)
5381,Plasmacytoid dendritic cell(Lung)
5382,Conventional dendritic cell_Gngt2 high(Lung)
5383,AT2 Cell(Lung)
5384,NK Cell(Lung)
5385,Plasmacytoid dendritic cell(Lung)
5386,Conventional dendritic cell_Gngt2 high(Lung)
5387,Dendritic cell_Naaa high(Lung)
5388,Conventional dendritic cell_Gngt2 high(Lung)
5389,AT2 Cell(Lung)
5390,AT2 Cell(Lung)
5391,NK Cell(Lung)
5392,B Cell(Lung)
5393,B Cell(Lung)
5394,Plasmacytoid dendritic cell(Lung)
5395,Interstitial macrophage(Lung)
5396,Interstitial macrophage(Lung)
5397,AT2 Cell(Lung)
5398,T Cell_Cd8b1 high(Lung)
5399,NK Cell(Lung)
5400,Interstitial macrophage(Lung)
5401,AT2 Cell(Lung)
5402,AT1 Cell(Lung)
5403,AT2 Cell(Lung)
5404,Interstitial macrophage(Lung)
5405,Dendritic cell_Naaa high(Lung)
5406,AT2 Cell(Lung)
5407,B Cell(Lung)
5408,AT2 Cell(Lung)
5409,B Cell(Lung)
5410,AT2 Cell(Lung)
5411,Interstitial macrophage(Lung)
5412,Interstitial macrophage(Lung)
5413,Dividing cells(Lung)
5414,B Cell(Lung)
5415,Endothelial cell_Tmem100 high(Lung)
5416,Nuocyte(Lung)
5417,T Cell_Cd8b1 high(Lung)
5418,Interstitial macrophage(Lung)
5419,Stromal cell_Inmt high(Lung)
5420,Dendritic cell_Naaa high(Lung)
5421,Endothelial cells_Vwf high(Lung)
5422,Dividing cells(Lung)
5423,Conventional dendritic cell_Mgl2 high(Lung)
5424,AT2 Cell(Lung)
5425,B Cell(Lung)
5426,T Cell_Cd8b1 high(Lung)
5427,Conventional dendritic cell_Mgl2 high(Lung)
5428,B Cell(Lung)
5429,Alveolar macrophage_Ear2 high(Lung)
5430,NK Cell(Lung)
5431,B Cell(Lung)
5432,T Cell_Cd8b1 high(Lung)
5433,Eosinophil granulocyte(Lung)
